casrn,inchikey,inchi_code,target,consensus_call,consensus_score,label,label_provenance,inchikey_source
505-79-3(2),LDKSCZJUIURGMW-UHFFFAOYSA-N,"InChI=1S/C5H9NS2/c1-8-4-2-3-6-5-7/h2-4H2,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
"50505-88-9(2), 50505-89-0(2)",NTJQREUGJKIARY-UHFFFAOYSA-N,"InChI=1S/C12H19NO2/c1-8-5-12(15-4)10(6-9(2)13)7-11(8)14-3/h5,7,9H,6,13H2,1-4H3",ER,inactive,,0,cerapp_experimental_functional,inchi
"50505-91-4(2), 42011-76-7(2)",HXJKWPGVENNMCC-UHFFFAOYSA-N,"InChI=1S/C13H21NO2/c1-5-10-7-13(16-4)11(6-9(2)14)8-12(10)15-3/h7-9H,5-6,14H2,1-4H3",ER,inactive,,0,cerapp_experimental_functional,inchi
"5051-22-9(2), 318-98-9(4)",AQHHHDLHHXJYJD-UHFFFAOYSA-N,"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
5051-62-7(2),WDZVGELJXXEGPV-UHFFFAOYSA-N,"InChI=1S/C8H8Cl2N4/c9-6-2-1-3-7(10)5(6)4-13-14-8(11)12/h1-4H,(H4,11,12,14)",ER,inactive,,0,cerapp_experimental_functional,inchi
50512-35-1(1),UFHLMYOGRXOCSL-UHFFFAOYSA-N,"InChI=1S/C12H18O4S2/c1-7(2)15-10(13)9(11(14)16-8(3)4)12-17-5-6-18-12/h7-8H,5-6H2,1-4H3",ER,active,,1,cerapp_experimental_functional,inchi
50528-97-7(2),PAXRPWSXCPTPCA-QINSGFPZSA-N,"InChI=1S/C14H19N3O/c1-10-6-4-7-11(2)13(10)16-14(18)15-12-8-5-9-17(12)3/h4,6-7H,5,8-9H2,1-3H3,(H,16,18)/b15-12-",ER,inactive,,0,cerapp_experimental_functional,inchi
5053-8-7(2),FVNFBBAOMBJTST-UHFFFAOYSA-N,"InChI=1S/C15H20N2O2/c18-14-16-12-15(19-14)7-10-17(11-8-15)9-6-13-4-2-1-3-5-13/h1-5H,6-12H2,(H,16,18)",ER,inactive,,0,cerapp_experimental_functional,inchi
506-26-3(2),VZCCETWTMQHEPK-QNEBEIHSSA-N,"InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10,12-13H,2-5,8,11,14-17H2,1H3,(H,19,20)/b7-6-,10-9-,13-12-",ER,inactive,,0,cerapp_experimental_functional,inchi
50673-97-7(2),LINVVMHRTUSXHL-UHFFFAOYSA-N,"InChI=1S/C27H44O2/c1-17(2)7-6-8-18(3)23-16-24(29)25-21-10-9-19-15-20(28)11-13-26(19,4)22(21)12-14-27(23,25)5/h17-20,22-23,28H,6-16H2,1-5H3",ER,inactive,,0,cerapp_experimental_functional,inchi
50679-08-8(4),GUGOEEXESWIERI-UHFFFAOYSA-N,"InChI=1S/C32H41NO2/c1-31(2,3)26-18-16-25(17-19-26)30(34)15-10-22-33-23-20-29(21-24-33)32(35,27-11-6-4-7-12-27)28-13-8-5-9-14-28/h4-9,11-14,16-19,29-30,34-35H,10,15,20-24H2,1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
507-20-0(2),NBRKLOOSMBRFMH-UHFFFAOYSA-N,"InChI=1S/C4H9Cl/c1-4(2,3)5/h1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
50700-72-6(2),BGSZAXLLHYERSY-UHFFFAOYSA-N,"InChI=1S/C34H57N2O4/c1-23(37)39-31-20-25-12-13-26-27(34(25,4)22-29(31)35-16-8-6-9-17-35)14-15-33(3)28(26)21-30(32(33)40-24(2)38)36(5)18-10-7-11-19-36/h25-32H,6-22H2,1-5H3/q+1",ER,inactive,,0,cerapp_experimental_functional,inchi
5072-45-7(2),SDGKUVSVPIIUCF-UHFFFAOYSA-N,"InChI=1S/C7H15N/c1-6-4-3-5-7(2)8-6/h6-8H,3-5H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
5080-50-2(2),RDHQFKQIGNGIED-UHFFFAOYSA-O,"InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/p+1",ER,inactive,,0,cerapp_experimental_functional,inchi
50816-18-7(2),PIQXMYAEJSMANF-UHFFFAOYSA-N,"InChI=1S/C12H22O2/c1-3-4-5-6-7-8-9-10-11-14-12(2)13/h3H,1,4-11H2,2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
50847-11-5(2),ZJVFLBOZORBYFE-UHFFFAOYSA-N,"InChI=1S/C14H18N2O/c1-9(2)13-12(14(17)10(3)4)11-7-5-6-8-16(11)15-13/h5-10H,1-4H3",ER,inactive,,0,cerapp_experimental_functional,inchi
50865-01-5(2),KSFOVUSSGSKXFI-UJJXFSCMSA-N,"InChI=1S/C34H34N4O4/c1-7-21-17(3)25-13-26-19(5)23(9-11-33(39)40)31(37-26)16-32-24(10-12-34(41)42)20(6)28(38-32)15-30-22(8-2)18(4)27(36-30)14-29(21)35-25/h7-8,13-16,35,38H,1-2,9-12H2,3-6H3,(H,39,40)(H,41,42)/b25-13-,26-13-,27-14-,28-15-,29-14-,30-15-,31-16-,32-16-",ER,active,,1,cerapp_experimental_functional,inchi
5089-70-3(2),KSCAZPYHLGGNPZ-UHFFFAOYSA-N,"InChI=1S/C9H21ClO3Si/c1-4-11-14(12-5-2,13-6-3)9-7-8-10/h4-9H2,1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
50892-23-4(6),SZRPDCCEHVWOJX-UHFFFAOYSA-N,"InChI=1S/C14H14ClN3O2S/c1-8-4-3-5-10(9(8)2)16-12-6-11(15)17-14(18-12)21-7-13(19)20/h3-6H,7H2,1-2H3,(H,19,20)(H,16,17,18)",ER,inactive,,0,cerapp_experimental_functional,inchi
509-14-8(4),NYTOUQBROMCLBJ-UHFFFAOYSA-N,"InChI=1S/CN4O8/c6-2(7)1(3(8)9,4(10)11)5(12)13",ER,inactive,,0,cerapp_experimental_functional,inchi
509-60-4(2),IJVCSMSMFSCRME-UHFFFAOYSA-N,"InChI=1S/C17H21NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2,4,10-11,13,16,19-20H,3,5-8H2,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
50903-99-6(2),KCWZGJVSDFYRIX-UHFFFAOYSA-N,"InChI=1S/C7H15N5O4/c1-16-6(13)5(8)3-2-4-10-7(9)11-12(14)15/h5H,2-4,8H2,1H3,(H3,9,10,11)",ER,inactive,,0,cerapp_experimental_functional,inchi
50924-49-7(2),HZQDCMWJEBCWBR-UHFFFAOYSA-N,"InChI=1S/C9H13N3O6/c10-7(16)4-8(17)12(2-11-4)9-6(15)5(14)3(1-13)18-9/h2-3,5-6,9,13-15,17H,1H2,(H2,10,16)",ER,inactive,,0,cerapp_experimental_functional,inchi
50940-49-3(2),UZDMJPAQQFSMMV-UHFFFAOYSA-N,"InChI=1S/C9H12O6/c1-2-8(12)14-5-6-15-9(13)4-3-7(10)11/h2H,1,3-6H2,(H,10,11)",ER,inactive,,0,cerapp_experimental_functional,inchi
"50978-11-5(2), 737-31-5(2), 117-96-4(2)",YVPYQUNUQOZFHG-UHFFFAOYSA-N,"InChI=1S/C11H9I3N2O4/c1-3(17)15-9-6(12)5(11(19)20)7(13)10(8(9)14)16-4(2)18/h1-2H3,(H,15,17)(H,16,18)(H,19,20)",ER,inactive,,0,cerapp_experimental_functional,inchi
51-03-6(4),FIPWRIJSWJWJAI-UHFFFAOYSA-N,"InChI=1S/C19H30O5/c1-3-5-7-20-8-9-21-10-11-22-14-17-13-19-18(23-15-24-19)12-16(17)6-4-2/h12-13H,3-11,14-15H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
51-05-8(4),MFDFERRIHVXMIY-UHFFFAOYSA-N,"InChI=1S/C13H20N2O2/c1-3-15(4-2)9-10-17-13(16)11-5-7-12(14)8-6-11/h5-8H,3-4,9-10,14H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
"51-06-9(2), 614-39-1(2)",REQCZEXYDRLIBE-UHFFFAOYSA-N,"InChI=1S/C13H21N3O/c1-3-16(4-2)10-9-15-13(17)11-5-7-12(14)8-6-11/h5-8H,3-4,9-10,14H2,1-2H3,(H,15,17)",ER,inactive,,0,cerapp_experimental_functional,inchi
51-12-7(2),NOIIUHRQUVNIDD-UHFFFAOYSA-N,"InChI=1S/C16H18N4O2/c21-15(18-12-13-4-2-1-3-5-13)8-11-19-20-16(22)14-6-9-17-10-7-14/h1-7,9-10,19H,8,11-12H2,(H,18,21)(H,20,22)",ER,inactive,,0,cerapp_experimental_functional,inchi
51-15-0(2),MHOAUIZFSQGCNM-UHFFFAOYSA-N,"InChI=1S/C7H9N2O/c1-9-5-3-2-4-7(9)6-8-10/h2-5H,6H2,1H3/q+1",ER,inactive,,0,cerapp_experimental_functional,inchi
51-17-2(4),HYZJCKYKOHLVJF-UHFFFAOYSA-N,"InChI=1S/C7H6N2/c1-2-4-7-6(3-1)8-5-9-7/h1-5H,(H,8,9)",ER,inactive,,0,cerapp_experimental_functional,inchi
51-21-8(6),XXJVAECJPJFQAQ-UHFFFAOYSA-N,"InChI=1S/C4H3FN2O2/c5-2-1-6-4(9)7-3(2)8/h1-2H,(H,7,8,9)",ER,inactive,,0,cerapp_experimental_functional,inchi
51-36-5(2),CXKCZFDUOYMOOP-UHFFFAOYSA-N,"InChI=1S/C7H4Cl2O2/c8-5-1-4(7(10)11)2-6(9)3-5/h1-3H,(H,10,11)",ER,inactive,,0,cerapp_experimental_functional,inchi
"51-43-4(2), 51-42-3(2)",UCTWMZQNUQWSLP-UHFFFAOYSA-N,"InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
51-44-5(2),VPHHJAOJUJHJKD-UHFFFAOYSA-N,"InChI=1S/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)",ER,inactive,,0,cerapp_experimental_functional,inchi
51-45-6(2),NTYJJOPFIAHURM-UHFFFAOYSA-N,"InChI=1S/C5H9N3/c6-2-1-5-3-7-4-8-5/h3-4H,1-2,6H2,(H,7,8)",ER,inactive,,0,cerapp_experimental_functional,inchi
51-48-9(4),XUIIKFGFIJCVMT-UHFFFAOYSA-N,"InChI=1S/C15H11I4NO4/c16-8-4-7(5-9(17)13(8)21)24-14-10(18)1-6(2-11(14)19)3-12(20)15(22)23/h1-2,4-5,12,21H,3,20H2,(H,22,23)",ER,inactive,,0,cerapp_experimental_functional,inchi
51-52-5(6),PEMYLVZMVSILDL-UHFFFAOYSA-N,"InChI=1S/C7H10N2OS/c1-2-3-5-4-6(10)9-7(11)8-5/h2-4H2,1H3,(H,9,10,11)",ER,inactive,,0,cerapp_experimental_functional,inchi
"51-55-8(6), 5908-99-6(2), 55-48-1(2)",RKUNBYITZUJHSG-UHFFFAOYSA-N,"InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
"51-56-9(4), 87-00-3(2)",ZTVIKZXZYLEVOL-UHFFFAOYSA-N,"InChI=1S/C16H21NO3/c1-17-12-7-8-13(17)10-14(9-12)20-16(19)15(18)11-5-3-2-4-6-11/h2-6,12-15,18H,7-10H2,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
"51-61-6(2), 62-31-7(2)",VYFYYTLLBUKUHU-UHFFFAOYSA-N,"InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2",ER,inactive,,0,cerapp_experimental_functional,inchi
51-65-0(2),XWHHYOYVRVGJJY-UHFFFAOYSA-N,"InChI=1S/C9H10FNO2/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8H,5,11H2,(H,12,13)",ER,inactive,,0,cerapp_experimental_functional,inchi
51-66-1(2),XVAIDCNLVLTVFM-UHFFFAOYSA-N,"InChI=1S/C9H11NO2/c1-7(11)10-8-3-5-9(12-2)6-4-8/h3-6H,1-2H3,(H,10,11)",ER,inactive,,0,cerapp_experimental_functional,inchi
"51-67-2(2), 60-19-5(2)",DZGWFCGJZKJUFP-UHFFFAOYSA-N,"InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2",ER,inactive,,0,cerapp_experimental_functional,inchi
51-77-4(2),ZPACYDRSPFRDHO-ROBAGEODSA-N,"InChI=1S/C27H44O2/c1-22(2)12-8-14-24(5)16-10-17-25(6)18-11-19-27(28)29-21-20-26(7)15-9-13-23(3)4/h12-13,16,18,20H,8-11,14-15,17,19,21H2,1-7H3/b24-16+,25-18+,26-20+",ER,inactive,,0,cerapp_experimental_functional,inchi
51-79-6(6),JOYRKODLDBILNP-UHFFFAOYSA-N,"InChI=1S/C3H7NO2/c1-2-6-3(4)5/h2H2,1H3,(H2,4,5)",ER,inactive,,0,cerapp_experimental_functional,inchi
51-83-2(2),VPJXQGSRWJZDOB-UHFFFAOYSA-O,"InChI=1S/C6H14N2O2/c1-8(2,3)4-5-10-6(7)9/h4-5H2,1-3H3,(H-,7,9)/p+1",ER,inactive,,0,cerapp_experimental_functional,inchi
51-98-9(2),IMONTRJLAWHYGT-UHFFFAOYSA-N,"InChI=1S/C22H28O3/c1-4-22(25-14(2)23)12-10-20-19-7-5-15-13-16(24)6-8-17(15)18(19)9-11-21(20,22)3/h1,13,17-20H,5-12H2,2-3H3",ER,active,,1,cerapp_experimental_functional,inchi
510-35-0(2),UNPYYTKZOHYHMZ-UHFFFAOYSA-N,"InChI=1S/C15H20O4/c1-7-9(16)6-10-14(3)4-5-15(10,8(2)13(18)19)12(17)11(7)14/h7-8,10-11H,4-6H2,1-3H3,(H,18,19)",ER,inactive,,0,cerapp_experimental_functional,inchi
510-74-7(2),FJUKDAZEABGEIH-UHFFFAOYSA-N,"InChI=1S/C22H26FN3O2/c23-18-7-9-20(10-8-18)28-16-4-13-25-14-11-22(12-15-25)21(27)24-17-26(22)19-5-2-1-3-6-19/h1-3,5-10H,4,11-17H2,(H,24,27)",ER,active,,1,cerapp_experimental_functional,inchi
51000-52-3(2),MFGZFJKMDLWEHE-UHFFFAOYSA-N,"InChI=1S/C12H22O2/c1-6-12(5,9-8-10(3)4)11(13)14-7-2/h7,10H,2,6,8-9H2,1,3-5H3",ER,inactive,,0,cerapp_experimental_functional,inchi
51012-33-0(2),JTVPZMFULRWINT-UHFFFAOYSA-N,"InChI=1S/C15H24N2O4S/c1-5-17(6-2)10-9-16-15(18)13-11-12(22(4,19)20)7-8-14(13)21-3/h7-8,11H,5-6,9-10H2,1-4H3,(H,16,18)",ER,inactive,,0,cerapp_experimental_functional,inchi
51022-69-6(2),ILKJAFIWWBXGDU-UHFFFAOYSA-N,"InChI=1S/C28H35FO7/c1-16(30)34-15-22(33)28-23(35-26(36-28)9-4-5-10-26)13-20-19-7-6-17-12-18(31)8-11-24(17,2)27(19,29)21(32)14-25(20,28)3/h8,11-12,19-21,23,32H,4-7,9-10,13-15H2,1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
51022-98-1(2),XEQLFNPSYWZPOW-UHFFFAOYSA-N,"InChI=1S/C21H41N5O12/c22-2-1-8(28)19(34)26-7-3-6(24)17(37-20-11(25)15(32)13(30)9(4-23)35-20)18(12(7)29)38-21-16(33)14(31)10(5-27)36-21/h6-18,20-21,27-33H,1-5,22-25H2,(H,26,34)",ER,inactive,,0,cerapp_experimental_functional,inchi
51037-30-0(6),DJQOOSBJCLSSEY-UHFFFAOYSA-N,"InChI=1S/C6H6N2O3/c1-4-2-7-5(6(9)10)3-8(4)11/h2-3H,1H3,(H,9,10)",ER,inactive,,0,cerapp_experimental_functional,inchi
5104-49-4(4),SYTBZMRGLBWNTM-UHFFFAOYSA-N,"InChI=1S/C15H13FO2/c1-10(15(17)18)12-7-8-13(14(16)9-12)11-5-3-2-4-6-11/h2-10H,1H3,(H,17,18)",ER,inactive,,0,cerapp_experimental_functional,inchi
511-12-6(2),LUZRJRNZXALNLM-UHFFFAOYSA-N,"InChI=1S/C33H37N5O5/c1-32(35-29(39)21-15-23-22-10-6-11-24-28(22)20(17-34-24)16-25(23)36(2)18-21)31(41)38-26(14-19-8-4-3-5-9-19)30(40)37-13-7-12-27(37)33(38,42)43-32/h3-6,8-11,17,21,23,25-27,34,42H,7,12-16,18H2,1-2H3,(H,35,39)",ER,inactive,,0,cerapp_experimental_functional,inchi
511-45-5(2),RQXCLMGKHJWMOA-UHFFFAOYSA-N,"InChI=1S/C20H25NO/c22-20(18-10-4-1-5-11-18,19-12-6-2-7-13-19)14-17-21-15-8-3-9-16-21/h1-2,4-7,10-13,22H,3,8-9,14-17H2",ER,inactive,,0,cerapp_experimental_functional,inchi
5116-94-9(2),GAJQCIFYLSXSEZ-UHFFFAOYSA-N,"InChI=1S/C13H29O4P/c1-2-3-4-5-6-7-8-9-10-11-12-13-17-18(14,15)16/h2-13H2,1H3,(H2,14,15,16)",ER,inactive,,0,cerapp_experimental_functional,inchi
5117-12-4(2),XLPJNCYCZORXHG-UHFFFAOYSA-N,"InChI=1S/C7H11NO2/c1-2-7(9)8-3-5-10-6-4-8/h2H,1,3-6H2",ER,inactive,,0,cerapp_experimental_functional,inchi
512-42-5(2),JZMJDSHXVKJFKW-UHFFFAOYSA-N,"InChI=1S/CH4O4S/c1-5-6(2,3)4/h1H3,(H,2,3,4)",ER,inactive,,0,cerapp_experimental_functional,inchi
512-56-1(4),WVLBCYQITXONBZ-UHFFFAOYSA-N,"InChI=1S/C3H9O4P/c1-5-8(4,6-2)7-3/h1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
"51218-45-2(4), 87392-12-9(2)",WVQBLGZPHOPPFO-UHFFFAOYSA-N,"InChI=1S/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3",ER,inactive,,0,cerapp_experimental_functional,inchi
51235-04-2(4),CAWXEEYDBZRFPE-UHFFFAOYSA-N,"InChI=1S/C12H20N4O2/c1-14(2)10-13-11(17)16(12(18)15(10)3)9-7-5-4-6-8-9/h9H,4-8H2,1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
5124-30-1(2),KORSJDCBLAPZEQ-UHFFFAOYSA-N,"InChI=1S/C15H22N2O2/c18-10-16-14-5-1-12(2-6-14)9-13-3-7-15(8-4-13)17-11-19/h12-15H,1-9H2",ER,inactive,,0,cerapp_experimental_functional,inchi
51282-49-6(2),JGBJHRKCUKTQOE-UHFFFAOYSA-N,"InChI=1S/C8H6ClNO4/c1-14-8(11)6-4-5(9)2-3-7(6)10(12)13/h2-4H,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
513-37-1(4),KWISWUFGPUHDRY-UHFFFAOYSA-N,"InChI=1S/C4H7Cl/c1-4(2)3-5/h3H,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
513-53-1(2),LOCHFZBWPCLPAN-UHFFFAOYSA-N,"InChI=1S/C4H10S/c1-3-4(2)5/h4-5H,3H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
513-85-9(2),OWBTYPJTUOEWEK-UHFFFAOYSA-N,"InChI=1S/C4H10O2/c1-3(5)4(2)6/h3-6H,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
513-86-0(2),ROWKJAVDOGWPAT-UHFFFAOYSA-N,"InChI=1S/C4H8O2/c1-3(5)4(2)6/h3,5H,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
513-88-2(2),CSVFWMMPUJDVKH-UHFFFAOYSA-N,"InChI=1S/C3H4Cl2O/c1-2(6)3(4)5/h3H,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
513-92-8(2),ZGQURDGVBSSDNF-UHFFFAOYSA-N,InChI=1S/C2I4/c3-1(4)2(5)6,ER,active,,1,cerapp_experimental_functional,inchi
5131-58-8(2),DPIZKMGPXNXSGL-UHFFFAOYSA-N,"InChI=1S/C6H7N3O2/c7-4-1-2-6(9(10)11)5(8)3-4/h1-3H,7-8H2",ER,inactive,,0,cerapp_experimental_functional,inchi
5131-60-2(4),ZWUBBMDHSZDNTA-UHFFFAOYSA-N,"InChI=1S/C6H7ClN2/c7-5-2-1-4(8)3-6(5)9/h1-3H,8-9H2",ER,inactive,,0,cerapp_experimental_functional,inchi
5131-66-8(2),RWNUSVWFHDHRCJ-UHFFFAOYSA-N,"InChI=1S/C7H16O2/c1-3-4-5-9-6-7(2)8/h7-8H,3-6H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
51322-75-9(2),XFYDIVBRZNQMJC-UHFFFAOYSA-N,"InChI=1S/C9H8ClN5S/c10-5-1-2-6-8(15-16-14-6)7(5)13-9-11-3-4-12-9/h1-2H,3-4H2,(H2,11,12,13)",ER,inactive,,0,cerapp_experimental_functional,inchi
51333-22-3(6),VOVIALXJUBGFJZ-UHFFFAOYSA-N,"InChI=1S/C25H34O6/c1-4-5-21-30-20-11-17-16-7-6-14-10-15(27)8-9-23(14,2)22(16)18(28)12-24(17,3)25(20,31-21)19(29)13-26/h8-10,16-18,20-22,26,28H,4-7,11-13H2,1-3H3",ER,inactive,,0,cerapp_experimental_functional,inchi
51338-27-3(2),BACHBFVBHLGWSL-UHFFFAOYSA-N,"InChI=1S/C16H14Cl2O4/c1-10(16(19)20-2)21-12-4-6-13(7-5-12)22-15-8-3-11(17)9-14(15)18/h3-10H,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
5138-18-1(2),ULUAUXLGCMPNKK-UHFFFAOYSA-N,"InChI=1S/C4H6O7S/c5-3(6)1-2(4(7)8)12(9,10)11/h2H,1H2,(H,5,6)(H,7,8)(H,9,10,11)",ER,inactive,,0,cerapp_experimental_functional,inchi
514-78-3(2),FDSDTBUPSURDBL-DKLMTRRASA-N,"InChI=1S/C40H52O2/c1-29(17-13-19-31(3)21-23-35-33(5)37(41)25-27-39(35,7)8)15-11-12-16-30(2)18-14-20-32(4)22-24-36-34(6)38(42)26-28-40(36,9)10/h11-24H,25-28H2,1-10H3/b12-11+,17-13+,18-14+,23-21+,24-22+,29-15+,30-16+,31-19+,32-20+",ER,active,,1,cerapp_experimental_functional,inchi
51410-30-1(2),OKPNYGAWTYOBFZ-UHFFFAOYSA-N,"InChI=1S/C16H8N2O5/c19-9-5-8(16(21)22)18-14-10(20)6-12-15(13(9)14)17-7-3-1-2-4-11(7)23-12/h1-6H,(H,18,19)(H,21,22)",ER,inactive,,0,cerapp_experimental_functional,inchi
51410-72-1(2),VZTGWJFIMGVKSN-UHFFFAOYSA-O,"InChI=1S/C10H20N2O/c1-9(2)10(13)11-7-6-8-12(3,4)5/h1,6-8H2,2-5H3/p+1",ER,inactive,,0,cerapp_experimental_functional,inchi
51411-04-2(2),GCUCIFQCGJIRNT-UHFFFAOYSA-N,"InChI=1S/C14H9NO4/c16-11(17)7-15-13(18)9-5-1-3-8-4-2-6-10(12(8)9)14(15)19/h1-6H,7H2,(H,16,17)",ER,inactive,,0,cerapp_experimental_functional,inchi
5146-66-7(2),HLCSDJLATUNSSI-JXMROGBWSA-N,"InChI=1S/C10H15N/c1-9(2)5-4-6-10(3)7-8-11/h5,7H,4,6H2,1-3H3/b10-7+",ER,inactive,,0,cerapp_experimental_functional,inchi
5146-68-9(2),AZVYYSCOCHRFKW-UHFFFAOYSA-N,"InChI=1S/C5H7NO3/c7-3-6-4(8)1-2-5(6)9/h7H,1-3H2",ER,inactive,,0,cerapp_experimental_functional,inchi
51460-26-5(2),OZCACMPSTYQSMM-UHFFFAOYSA-N,"InChI=1S/C10H12N4O5S/c1-14-7-4-8(15)6(12-13-10(11)16)2-5(7)3-9(14)20(17,18)19/h2,4,9H,3H2,1H3,(H3,11,13,16)(H,17,18,19)",ER,inactive,,0,cerapp_experimental_functional,inchi
51481-61-9(4),AQIXAKUUQRKLND-UHFFFAOYSA-N,"InChI=1S/C10H16N6S/c1-8-9(16-7-15-8)5-17-4-3-13-10(12-2)14-6-11/h7H,3-5H2,1-2H3,(H,15,16)(H2,12,13,14)",ER,inactive,,0,cerapp_experimental_functional,inchi
51481-65-3(2),YPBATNHYBCGSSN-UHFFFAOYSA-N,"InChI=1S/C21H25N5O8S2/c1-21(2)14(18(29)30)26-16(28)13(17(26)35-21)22-15(27)12(11-7-5-4-6-8-11)23-19(31)24-9-10-25(20(24)32)36(3,33)34/h4-8,12-14,17H,9-10H2,1-3H3,(H,22,27)(H,23,31)(H,29,30)",ER,inactive,,0,cerapp_experimental_functional,inchi
515-03-7(2),XVULBTBTFGYVRC-UHFFFAOYSA-N,"InChI=1S/C20H36O2/c1-7-18(4,21)13-9-16-19(5)12-8-11-17(2,3)15(19)10-14-20(16,6)22/h7,15-16,21-22H,1,8-14H2,2-6H3",ER,inactive,,0,cerapp_experimental_functional,inchi
515-40-2(2),DNXXUUPUQXSUFH-UHFFFAOYSA-N,"InChI=1S/C10H13Cl/c1-10(2,8-11)9-6-4-3-5-7-9/h3-7H,8H2,1-2H3",ER,inactive,,0,cerapp_experimental_functional,inchi
515-49-1(2),UEMLYRZWLVXWRU-UHFFFAOYSA-N,"InChI=1S/C7H9N3O2S2/c8-5-1-3-6(4-2-5)14(11,12)10-7(9)13/h1-4H,8H2,(H3,9,10,13)",ER,inactive,,0,cerapp_experimental_functional,inchi
515-57-1(2),ALXRUJOUFGNSHT-AATRIKPKSA-N,"InChI=1S/C13H11N3O5S2/c17-11(5-6-12(18)19)15-9-1-3-10(4-2-9)23(20,21)16-13-14-7-8-22-13/h1-8H,(H,14,16)(H,15,17)(H,18,19)/b6-5+",ER,inactive,,0,cerapp_experimental_functional,inchi
515-64-0(2),YZMCKZRAOLZXAZ-UHFFFAOYSA-N,"InChI=1S/C12H14N4O2S/c1-8-7-12(15-9(2)14-8)16-19(17,18)11-5-3-10(13)4-6-11/h3-7H,13H2,1-2H3,(H,14,15,16)",ER,inactive,,0,cerapp_experimental_functional,inchi
"515-69-5(2), 23089-26-1(2)",RGZSQWQPBWRIAQ-UHFFFAOYSA-N,"InChI=1S/C15H26O/c1-12(2)6-5-11-15(4,16)14-9-7-13(3)8-10-14/h6-7,14,16H,5,8-11H2,1-4H3",ER,inactive,,0,cerapp_experimental_functional,inchi
515-74-2(2),HVBSAKJJOYLTQU-UHFFFAOYSA-N,"InChI=1S/C6H7NO3S/c7-5-1-3-6(4-2-5)11(8,9)10/h1-4H,7H2,(H,8,9,10)",ER,inactive,,0,cerapp_experimental_functional,inchi
5153-25-3(6),VTIMKVIDORQQFA-UHFFFAOYSA-N,"InChI=1S/C15H22O3/c1-3-5-6-12(4-2)11-18-15(17)13-7-9-14(16)10-8-13/h7-10,12,16H,3-6,11H2,1-2H3",ER,active,,1,cerapp_experimental_functional,inchi
5156-58-1(2),POQDXIFVWVZVML-UHFFFAOYSA-N,"InChI=1S/C21H26N2O/c1-2-21(24)23(19-11-7-4-8-12-19)20-13-15-22(16-14-20)17-18-9-5-3-6-10-18/h3-12,20H,2,13-17H2,1H3",ER,inactive,,0,cerapp_experimental_functional,inchi
